Date,Time,Global_active_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Sub_metering_4,Season,Anomaly_flag
29-02-2024,12:00,1.88,229.6,8.19,658.0,564.0,470.0,188.0,winter,0
29-02-2024,12:15,1.8,228.6,7.86,629.0,539.0,449.0,180.0,winter,0
29-02-2024,12:30,1.49,233.3,6.36,520.0,446.0,371.0,148.0,winter,0
29-02-2024,12:45,1.75,225.8,7.76,613.0,526.0,438.0,175.0,winter,0
29-02-2024,13:00,1.83,230.3,7.95,640.0,549.0,458.0,183.0,winter,0
29-02-2024,13:15,1.55,233.2,6.66,544.0,466.0,388.0,155.0,winter,0
29-02-2024,13:30,1.55,231.8,6.71,544.0,466.0,388.0,155.0,winter,0
29-02-2024,13:45,1.58,233.4,6.76,553.0,474.0,395.0,158.0,winter,0
29-02-2024,14:00,1.47,228.3,6.44,515.0,441.0,368.0,147.0,winter,0
29-02-2024,14:15,1.53,231.4,6.61,535.0,459.0,382.0,153.0,winter,0
29-02-2024,14:30,0.18,231.3,7.53,63.0,54.0,45.0,18.0,winter,1
29-02-2024,14:45,1.52,230.8,6.58,531.0,455.0,380.0,152.0,winter,0
29-02-2024,15:00,1.74,230.6,7.54,609.0,522.0,435.0,174.0,winter,0
29-02-2024,15:15,4.85,227.9,6.42,1696.0,1453.0,1211.0,484.0,winter,1
29-02-2024,15:30,1.66,229.9,7.22,581.0,498.0,415.0,166.0,winter,0
29-02-2024,15:45,1.75,228.6,7.67,614.0,526.0,438.0,175.0,winter,0
29-02-2024,16:00,1.61,234.6,6.86,563.0,483.0,402.0,161.0,winter,0
29-02-2024,16:15,1.83,228.0,8.03,641.0,549.0,458.0,183.0,winter,0
29-02-2024,16:30,1.6,231.6,6.92,561.0,481.0,400.0,160.0,winter,0
29-02-2024,16:45,1.75,231.3,7.54,611.0,524.0,436.0,174.0,winter,0
29-02-2024,17:00,1.67,226.2,7.37,584.0,500.0,417.0,167.0,winter,0
29-02-2024,17:15,1.56,229.6,6.79,546.0,468.0,390.0,156.0,winter,0
29-02-2024,17:30,1.71,230.8,7.39,597.0,512.0,426.0,171.0,winter,0
29-02-2024,17:45,1.65,230.1,7.18,578.0,496.0,413.0,165.0,winter,0
29-02-2024,18:00,3.1,228.7,13.57,1086.0,931.0,776.0,310.0,winter,0
29-02-2024,18:15,2.64,227.0,11.63,924.0,792.0,660.0,264.0,winter,0
29-02-2024,18:30,2.27,230.4,9.85,794.0,681.0,567.0,227.0,winter,0
29-02-2024,18:45,2.44,230.4,10.59,854.0,732.0,610.0,244.0,winter,0
29-02-2024,19:00,2.26,232.5,9.72,791.0,678.0,565.0,226.0,winter,0
29-02-2024,19:15,3.12,231.5,13.47,1091.0,935.0,779.0,312.0,winter,0
29-02-2024,19:30,2.6,227.6,11.42,910.0,780.0,650.0,260.0,winter,0
29-02-2024,19:45,2.37,231.5,10.23,829.0,711.0,592.0,237.0,winter,0
29-02-2024,20:00,2.22,228.2,9.74,778.0,667.0,556.0,222.0,winter,0
29-02-2024,20:15,2.66,232.6,11.45,932.0,799.0,666.0,266.0,winter,0
29-02-2024,20:30,2.67,232.7,11.47,934.0,801.0,667.0,267.0,winter,0
29-02-2024,20:45,2.48,230.1,10.77,867.0,743.0,620.0,248.0,winter,0
29-02-2024,21:00,2.58,228.3,11.3,903.0,774.0,645.0,258.0,winter,0
29-02-2024,21:15,2.14,230.2,9.31,750.0,643.0,536.0,214.0,winter,0
29-02-2024,21:30,2.54,229.2,11.09,889.0,762.0,635.0,254.0,winter,0
29-02-2024,21:45,6.13,229.7,8.84,2146.0,1839.0,1533.0,613.0,winter,1
29-02-2024,22:00,2.75,231.3,3.68,961.0,824.0,687.0,275.0,winter,1
29-02-2024,22:15,1.02,229.2,4.43,356.0,305.0,254.0,102.0,winter,0
29-02-2024,22:30,1.0,230.3,4.34,350.0,300.0,250.0,100.0,winter,0
29-02-2024,22:45,0.86,229.9,3.73,300.0,257.0,214.0,86.0,winter,0
29-02-2024,23:00,1.19,231.4,5.15,417.0,357.0,298.0,119.0,winter,0
29-02-2024,23:15,0.89,229.7,3.87,311.0,266.0,222.0,89.0,winter,0
29-02-2024,23:30,1.11,228.2,4.86,388.0,333.0,278.0,111.0,winter,0
29-02-2024,23:45,0.81,231.3,3.5,284.0,243.0,202.0,81.0,winter,0
01-03-2024,00:00,1.05,230.4,4.57,368.0,316.0,263.0,105.0,summer,0
01-03-2024,00:15,1.07,229.3,4.69,376.0,322.0,269.0,108.0,summer,0
01-03-2024,00:30,1.14,236.6,4.82,399.0,342.0,285.0,114.0,summer,0
01-03-2024,00:45,0.87,230.2,3.77,304.0,261.0,217.0,87.0,summer,0
01-03-2024,01:00,0.89,230.0,3.88,313.0,268.0,223.0,89.0,summer,0
01-03-2024,01:15,1.12,230.0,4.89,393.0,337.0,281.0,112.0,summer,0
01-03-2024,01:30,1.05,228.6,4.6,368.0,316.0,263.0,105.0,summer,0
01-03-2024,01:45,3.37,234.2,4.7,1178.0,1010.0,842.0,337.0,summer,1
01-03-2024,02:00,1.24,228.2,5.45,435.0,373.0,311.0,124.0,summer,0
01-03-2024,02:15,3.99,231.3,4.77,1397.0,1197.0,998.0,399.0,summer,1
01-03-2024,02:30,1.17,226.2,5.15,408.0,350.0,292.0,117.0,summer,0
01-03-2024,02:45,1.29,233.1,5.52,451.0,386.0,322.0,129.0,summer,0
01-03-2024,03:00,1.23,229.9,5.36,432.0,370.0,308.0,123.0,summer,0
01-03-2024,03:15,1.2,232.4,5.16,420.0,360.0,300.0,120.0,summer,0
01-03-2024,03:30,1.12,229.6,4.89,393.0,337.0,280.0,112.0,summer,0
01-03-2024,03:45,0.89,231.9,3.82,310.0,266.0,222.0,89.0,summer,0
01-03-2024,04:00,0.92,226.8,4.07,323.0,277.0,231.0,92.0,summer,0
01-03-2024,04:15,1.32,230.1,5.74,463.0,397.0,330.0,132.0,summer,0
01-03-2024,04:30,0.97,230.2,4.2,338.0,290.0,242.0,97.0,summer,0
01-03-2024,04:45,1.02,232.3,4.37,356.0,305.0,254.0,102.0,summer,0
01-03-2024,05:00,1.23,225.3,5.46,430.0,369.0,308.0,123.0,summer,0
01-03-2024,05:15,1.24,228.3,5.41,432.0,370.0,309.0,124.0,summer,0
01-03-2024,05:30,0.95,231.4,4.1,332.0,285.0,237.0,95.0,summer,0
01-03-2024,05:45,1.09,231.2,4.71,381.0,326.0,272.0,109.0,summer,0
01-03-2024,06:00,2.75,230.8,11.89,961.0,824.0,686.0,274.0,summer,0
01-03-2024,06:15,2.93,229.7,12.77,1027.0,880.0,733.0,293.0,summer,0
01-03-2024,06:30,2.41,231.9,10.4,844.0,723.0,603.0,241.0,summer,0
01-03-2024,06:45,1.79,229.8,7.79,626.0,537.0,448.0,179.0,summer,0
01-03-2024,07:00,2.59,229.9,11.27,907.0,777.0,648.0,259.0,summer,0
01-03-2024,07:15,2.1,230.9,9.12,737.0,632.0,526.0,210.0,summer,0
01-03-2024,07:30,2.56,231.4,11.07,896.0,768.0,640.0,256.0,summer,0
01-03-2024,07:45,3.5,230.8,15.16,1225.0,1050.0,875.0,350.0,summer,0
01-03-2024,08:00,2.4,228.0,10.52,839.0,719.0,600.0,240.0,summer,0
01-03-2024,08:15,2.13,230.6,9.25,747.0,640.0,534.0,213.0,summer,0
01-03-2024,08:30,2.86,231.7,12.34,1001.0,858.0,715.0,286.0,summer,0
01-03-2024,08:45,2.71,228.7,11.87,950.0,814.0,679.0,272.0,summer,0
01-03-2024,09:00,1.93,230.1,8.4,677.0,580.0,484.0,193.0,summer,0
01-03-2024,09:15,2.32,229.3,10.13,813.0,697.0,580.0,232.0,summer,0
01-03-2024,09:30,1.56,230.5,6.79,548.0,470.0,391.0,156.0,summer,0
01-03-2024,09:45,1.63,231.3,7.03,569.0,488.0,406.0,163.0,summer,0
01-03-2024,10:00,1.73,228.9,7.57,607.0,520.0,433.0,173.0,summer,0
01-03-2024,10:15,1.99,229.3,8.66,695.0,596.0,497.0,199.0,summer,0
01-03-2024,10:30,2.08,232.3,8.93,726.0,622.0,519.0,208.0,summer,0
01-03-2024,10:45,1.58,230.5,6.86,553.0,474.0,395.0,158.0,summer,0
01-03-2024,11:00,1.82,227.4,7.99,636.0,545.0,454.0,182.0,summer,0
01-03-2024,11:15,1.86,228.2,8.15,651.0,558.0,465.0,186.0,summer,0
01-03-2024,11:30,2.01,231.4,8.69,704.0,604.0,503.0,201.0,summer,0
01-03-2024,11:45,1.89,231.2,8.18,662.0,567.0,473.0,189.0,summer,0
01-03-2024,12:00,1.81,233.7,7.74,633.0,542.0,452.0,181.0,summer,0
01-03-2024,12:15,1.65,230.4,7.14,576.0,494.0,411.0,164.0,summer,0
01-03-2024,12:30,1.62,231.2,7.02,568.0,487.0,406.0,162.0,summer,0
01-03-2024,12:45,1.89,228.1,8.28,661.0,566.0,472.0,189.0,summer,0
01-03-2024,13:00,2.16,226.9,9.54,757.0,649.0,541.0,216.0,summer,0
01-03-2024,13:15,1.87,234.4,7.97,654.0,561.0,467.0,187.0,summer,0
01-03-2024,13:30,2.15,230.4,9.33,752.0,645.0,537.0,215.0,summer,0
01-03-2024,13:45,1.65,229.7,7.18,577.0,494.0,412.0,165.0,summer,0
01-03-2024,14:00,0.36,232.8,6.58,126.0,108.0,90.0,36.0,summer,1
01-03-2024,14:15,1.96,229.1,8.55,686.0,588.0,490.0,196.0,summer,0
01-03-2024,14:30,1.5,231.1,6.48,524.0,449.0,374.0,150.0,summer,0
01-03-2024,14:45,1.99,232.4,8.56,696.0,597.0,498.0,199.0,summer,0
01-03-2024,15:00,1.89,231.4,8.16,661.0,566.0,472.0,189.0,summer,0
01-03-2024,15:15,1.61,230.5,6.97,562.0,482.0,402.0,161.0,summer,0
01-03-2024,15:30,1.69,230.8,7.33,592.0,507.0,423.0,169.0,summer,0
01-03-2024,15:45,1.58,232.1,6.81,553.0,474.0,395.0,158.0,summer,0
01-03-2024,16:00,1.85,229.3,8.06,647.0,555.0,462.0,185.0,summer,0
01-03-2024,16:15,1.86,227.9,8.18,653.0,560.0,466.0,186.0,summer,0
01-03-2024,16:30,2.02,227.7,8.86,706.0,605.0,504.0,202.0,summer,0
01-03-2024,16:45,1.87,233.9,8.01,656.0,562.0,468.0,187.0,summer,0
01-03-2024,17:00,1.88,231.9,8.12,659.0,565.0,470.0,188.0,summer,0
01-03-2024,17:15,2.17,231.2,9.38,759.0,651.0,542.0,217.0,summer,0
01-03-2024,17:30,1.83,231.5,7.91,641.0,549.0,458.0,183.0,summer,0
01-03-2024,17:45,2.45,232.0,10.56,858.0,735.0,612.0,245.0,summer,0
01-03-2024,18:00,3.07,229.1,13.41,1076.0,922.0,768.0,307.0,summer,0
01-03-2024,18:15,2.88,231.2,12.44,1007.0,863.0,719.0,288.0,summer,0
01-03-2024,18:30,3.12,230.1,13.55,1091.0,935.0,780.0,312.0,summer,0
01-03-2024,18:45,6.23,228.6,9.92,2181.0,1870.0,1558.0,623.0,summer,1
01-03-2024,19:00,2.99,227.5,13.13,1046.0,896.0,747.0,299.0,summer,0
01-03-2024,19:15,3.5,232.8,15.05,1226.0,1051.0,876.0,350.0,summer,0
01-03-2024,19:30,2.29,228.8,10.03,803.0,688.0,574.0,230.0,summer,0
01-03-2024,19:45,2.57,231.2,11.13,901.0,772.0,644.0,257.0,summer,0
01-03-2024,20:00,3.31,232.3,14.25,1158.0,993.0,828.0,331.0,summer,0
01-03-2024,20:15,3.54,228.4,15.5,1239.0,1062.0,885.0,354.0,summer,0
01-03-2024,20:30,3.07,230.3,13.33,1074.0,921.0,768.0,307.0,summer,0
01-03-2024,20:45,3.69,231.5,15.93,1291.0,1107.0,922.0,369.0,summer,0
01-03-2024,21:00,3.02,228.6,13.19,1055.0,904.0,754.0,302.0,summer,0
01-03-2024,21:15,2.75,229.4,11.98,962.0,825.0,687.0,275.0,summer,0
01-03-2024,21:30,2.74,231.1,11.85,958.0,821.0,684.0,274.0,summer,0
01-03-2024,21:45,2.86,228.9,12.49,1001.0,858.0,715.0,286.0,summer,0
01-03-2024,22:00,1.11,229.9,4.82,388.0,333.0,277.0,111.0,summer,0
01-03-2024,22:15,0.92,230.2,4.01,323.0,277.0,231.0,92.0,summer,0
01-03-2024,22:30,1.2,231.4,5.16,418.0,358.0,299.0,120.0,summer,0
01-03-2024,22:45,1.14,231.6,4.92,399.0,342.0,285.0,114.0,summer,0
01-03-2024,23:00,1.1,230.5,4.77,385.0,330.0,275.0,110.0,summer,0
01-03-2024,23:15,1.19,230.6,5.18,418.0,358.0,298.0,119.0,summer,0
01-03-2024,23:30,1.15,231.0,4.99,403.0,346.0,288.0,115.0,summer,0
01-03-2024,23:45,1.02,229.0,4.45,357.0,306.0,255.0,102.0,summer,0
02-03-2024,00:00,0.32,230.6,5.17,112.0,96.0,80.0,32.0,summer,1
02-03-2024,00:15,0.97,229.4,4.22,339.0,291.0,242.0,97.0,summer,0
02-03-2024,00:30,0.87,232.0,3.74,304.0,260.0,217.0,87.0,summer,0
02-03-2024,00:45,1.11,229.0,4.83,387.0,332.0,276.0,111.0,summer,0
02-03-2024,01:00,1.01,229.2,4.39,352.0,302.0,252.0,101.0,summer,0
02-03-2024,01:15,0.95,229.1,4.16,334.0,286.0,238.0,95.0,summer,0
02-03-2024,01:30,1.02,231.8,4.42,358.0,307.0,256.0,102.0,summer,0
02-03-2024,01:45,1.0,229.7,4.37,351.0,301.0,251.0,100.0,summer,0
02-03-2024,02:00,1.02,227.9,4.48,358.0,307.0,256.0,102.0,summer,0
02-03-2024,02:15,1.05,230.6,4.55,368.0,315.0,262.0,105.0,summer,0
02-03-2024,02:30,1.07,231.9,4.61,374.0,321.0,267.0,107.0,summer,0
02-03-2024,02:45,1.14,226.3,5.03,398.0,341.0,284.0,114.0,summer,0
02-03-2024,03:00,0.84,229.0,3.65,293.0,251.0,209.0,84.0,summer,0
02-03-2024,03:15,0.93,228.0,4.09,326.0,280.0,233.0,93.0,summer,0
02-03-2024,03:30,1.05,232.1,4.53,368.0,316.0,263.0,105.0,summer,0
02-03-2024,03:45,0.82,229.4,3.6,289.0,248.0,206.0,82.0,summer,0
02-03-2024,04:00,0.96,229.7,4.18,336.0,288.0,240.0,96.0,summer,0
02-03-2024,04:15,1.11,226.7,4.91,389.0,334.0,278.0,111.0,summer,0
02-03-2024,04:30,0.97,228.7,4.22,338.0,290.0,242.0,97.0,summer,0
02-03-2024,04:45,1.06,228.4,4.64,371.0,318.0,265.0,106.0,summer,0
02-03-2024,05:00,0.9,231.9,3.88,315.0,270.0,225.0,90.0,summer,0
02-03-2024,05:15,1.04,233.3,4.45,363.0,311.0,260.0,104.0,summer,0
02-03-2024,05:30,3.0,228.4,3.91,1050.0,900.0,750.0,300.0,summer,1
02-03-2024,05:45,1.15,229.7,5.0,402.0,345.0,287.0,115.0,summer,0
02-03-2024,06:00,2.23,226.7,9.84,781.0,669.0,558.0,223.0,summer,0
02-03-2024,06:15,2.15,226.6,9.48,752.0,645.0,537.0,215.0,summer,0
02-03-2024,06:30,2.08,230.9,9.02,729.0,625.0,520.0,208.0,summer,0
02-03-2024,06:45,2.59,234.2,11.06,907.0,777.0,648.0,259.0,summer,0
02-03-2024,07:00,2.64,229.8,11.49,924.0,792.0,660.0,264.0,summer,0
02-03-2024,07:15,2.69,230.5,11.69,943.0,808.0,674.0,269.0,summer,0
02-03-2024,07:30,2.02,232.2,8.7,707.0,606.0,505.0,202.0,summer,0
02-03-2024,07:45,2.65,227.4,11.68,929.0,796.0,664.0,266.0,summer,0
02-03-2024,08:00,2.02,232.5,8.67,706.0,605.0,504.0,202.0,summer,0
02-03-2024,08:15,2.02,226.8,8.92,708.0,607.0,506.0,202.0,summer,0
02-03-2024,08:30,2.73,225.3,12.09,954.0,818.0,681.0,272.0,summer,0
02-03-2024,08:45,2.46,229.7,10.72,862.0,739.0,616.0,246.0,summer,0
02-03-2024,09:00,1.83,231.1,7.92,640.0,549.0,457.0,183.0,summer,0
02-03-2024,09:15,1.59,232.0,6.88,558.0,478.0,399.0,160.0,summer,0
02-03-2024,09:30,1.82,235.3,7.72,636.0,545.0,454.0,182.0,summer,0
02-03-2024,09:45,1.83,227.9,8.01,639.0,548.0,456.0,183.0,summer,0
02-03-2024,10:00,1.5,225.6,6.66,526.0,451.0,376.0,150.0,summer,0
02-03-2024,10:15,1.42,233.7,6.08,497.0,426.0,355.0,142.0,summer,0
02-03-2024,10:30,1.53,231.3,6.62,536.0,460.0,383.0,153.0,summer,0
02-03-2024,10:45,1.93,230.4,8.37,675.0,578.0,482.0,193.0,summer,0
02-03-2024,11:00,5.01,228.4,7.62,1754.0,1504.0,1253.0,501.0,summer,1
02-03-2024,11:15,1.4,228.1,6.16,491.0,421.0,351.0,140.0,summer,0
02-03-2024,11:30,1.35,232.9,5.81,474.0,406.0,338.0,135.0,summer,0
02-03-2024,11:45,2.09,229.4,9.1,730.0,626.0,522.0,209.0,summer,0
02-03-2024,12:00,1.72,226.1,7.59,601.0,515.0,429.0,172.0,summer,0
02-03-2024,12:15,1.49,226.0,6.6,522.0,447.0,373.0,149.0,summer,0
02-03-2024,12:30,1.49,229.7,6.5,523.0,448.0,374.0,149.0,summer,0
02-03-2024,12:45,1.58,226.6,6.98,553.0,474.0,395.0,158.0,summer,0
02-03-2024,13:00,1.91,229.7,8.31,668.0,572.0,477.0,191.0,summer,0
02-03-2024,13:15,1.48,232.4,6.36,517.0,443.0,370.0,148.0,summer,0
02-03-2024,13:30,1.5,231.5,6.47,524.0,449.0,374.0,150.0,summer,0
02-03-2024,13:45,1.57,230.4,6.8,548.0,470.0,392.0,157.0,summer,0
02-03-2024,14:00,1.43,227.3,6.29,501.0,429.0,358.0,143.0,summer,0
02-03-2024,14:15,1.75,225.4,7.79,614.0,526.0,439.0,176.0,summer,0
02-03-2024,14:30,1.65,227.7,7.26,579.0,496.0,413.0,165.0,summer,0
02-03-2024,14:45,1.19,230.8,5.15,416.0,356.0,297.0,119.0,summer,0
02-03-2024,15:00,1.73,231.6,7.46,605.0,518.0,432.0,173.0,summer,0
02-03-2024,15:15,1.64,230.7,7.11,574.0,492.0,410.0,164.0,summer,0
02-03-2024,15:30,1.35,233.4,5.81,474.0,406.0,339.0,136.0,summer,0
02-03-2024,15:45,1.99,226.4,8.77,695.0,596.0,496.0,198.0,summer,0
02-03-2024,16:00,1.96,226.7,8.65,687.0,589.0,490.0,196.0,summer,0
02-03-2024,16:15,1.19,231.9,5.11,415.0,356.0,296.0,118.0,summer,0
02-03-2024,16:30,1.43,229.5,6.22,499.0,428.0,357.0,143.0,summer,0
02-03-2024,16:45,1.59,229.8,6.92,556.0,477.0,398.0,159.0,summer,0
02-03-2024,17:00,1.61,228.0,7.05,563.0,482.0,402.0,161.0,summer,0
02-03-2024,17:15,5.34,231.8,7.45,1869.0,1602.0,1335.0,534.0,summer,1
02-03-2024,17:30,1.42,230.1,6.16,496.0,425.0,354.0,142.0,summer,0
02-03-2024,17:45,1.33,230.8,5.78,467.0,400.0,334.0,134.0,summer,0
02-03-2024,18:00,2.42,231.8,10.44,847.0,726.0,605.0,242.0,summer,0
02-03-2024,18:15,2.55,227.7,11.22,894.0,766.0,638.0,255.0,summer,0
02-03-2024,18:30,2.31,229.9,10.06,810.0,694.0,578.0,231.0,summer,0
02-03-2024,18:45,2.43,232.4,10.45,850.0,729.0,607.0,243.0,summer,0
02-03-2024,19:00,2.17,227.9,9.5,758.0,650.0,541.0,216.0,summer,0
02-03-2024,19:15,1.68,231.0,7.27,588.0,504.0,420.0,168.0,summer,0
02-03-2024,19:30,2.22,228.1,9.72,776.0,665.0,554.0,222.0,summer,0
02-03-2024,19:45,2.44,230.8,10.55,853.0,731.0,609.0,244.0,summer,0
02-03-2024,20:00,2.66,227.6,11.68,931.0,798.0,665.0,266.0,summer,0
02-03-2024,20:15,2.26,228.2,9.89,790.0,677.0,564.0,226.0,summer,0
02-03-2024,20:30,2.5,228.5,10.92,873.0,748.0,624.0,250.0,summer,0
02-03-2024,20:45,1.92,229.4,8.37,672.0,576.0,480.0,192.0,summer,0
02-03-2024,21:00,2.58,231.1,11.14,901.0,772.0,644.0,258.0,summer,0
02-03-2024,21:15,2.77,229.5,12.08,970.0,832.0,693.0,277.0,summer,0
02-03-2024,21:30,2.2,229.9,9.56,769.0,659.0,550.0,220.0,summer,0
02-03-2024,21:45,0.61,230.3,8.91,215.0,184.0,154.0,61.0,summer,1
02-03-2024,22:00,1.0,229.4,4.35,349.0,299.0,250.0,100.0,summer,0
02-03-2024,22:15,0.92,231.1,3.98,322.0,276.0,230.0,92.0,summer,0
02-03-2024,22:30,0.92,229.7,4.02,323.0,277.0,231.0,92.0,summer,0
02-03-2024,22:45,0.92,227.9,4.02,321.0,275.0,229.0,92.0,summer,0
02-03-2024,23:00,1.07,230.8,4.64,375.0,321.0,268.0,107.0,summer,0
02-03-2024,23:15,0.94,231.1,4.05,328.0,281.0,234.0,94.0,summer,0
02-03-2024,23:30,0.98,227.7,4.31,344.0,295.0,246.0,98.0,summer,0
02-03-2024,23:45,1.05,228.7,4.57,366.0,314.0,262.0,105.0,summer,0
03-03-2024,00:00,0.97,232.8,4.18,341.0,292.0,244.0,97.0,summer,0
03-03-2024,00:15,0.25,232.2,4.39,87.0,75.0,62.0,25.0,summer,1
03-03-2024,00:30,0.79,231.2,3.41,276.0,236.0,197.0,79.0,summer,0
03-03-2024,00:45,1.06,231.5,4.58,371.0,318.0,265.0,106.0,summer,0
03-03-2024,01:00,1.04,228.9,4.57,366.0,314.0,261.0,104.0,summer,0
03-03-2024,01:15,1.04,232.8,4.46,363.0,311.0,260.0,104.0,summer,0
03-03-2024,01:30,0.13,224.0,3.78,47.0,40.0,33.0,13.0,summer,1
03-03-2024,01:45,0.91,228.8,3.97,318.0,273.0,227.0,91.0,summer,0
03-03-2024,02:00,0.9,231.9,3.88,315.0,270.0,225.0,90.0,summer,0
03-03-2024,02:15,1.1,231.7,4.74,384.0,329.0,274.0,110.0,summer,0
03-03-2024,02:30,0.9,231.0,3.89,315.0,270.0,225.0,90.0,summer,0
03-03-2024,02:45,0.87,229.5,3.78,304.0,260.0,217.0,87.0,summer,0
03-03-2024,03:00,0.84,230.3,3.64,294.0,252.0,210.0,84.0,summer,0
03-03-2024,03:15,0.88,230.4,3.81,307.0,263.0,219.0,88.0,summer,0
03-03-2024,03:30,1.2,231.2,5.17,419.0,359.0,299.0,120.0,summer,0
03-03-2024,03:45,0.8,229.6,3.5,281.0,241.0,201.0,80.0,summer,0
03-03-2024,04:00,0.89,229.4,3.9,313.0,268.0,224.0,89.0,summer,0
03-03-2024,04:15,1.03,229.0,4.49,360.0,309.0,257.0,103.0,summer,0
03-03-2024,04:30,0.76,229.8,3.32,267.0,229.0,190.0,76.0,summer,0
03-03-2024,04:45,0.98,230.5,4.25,343.0,294.0,245.0,98.0,summer,0
03-03-2024,05:00,0.91,231.8,3.93,318.0,273.0,228.0,91.0,summer,0
03-03-2024,05:15,1.14,231.1,4.92,398.0,341.0,284.0,114.0,summer,0
03-03-2024,05:30,0.95,230.5,4.12,332.0,285.0,238.0,95.0,summer,0
03-03-2024,05:45,2.18,228.8,3.77,762.0,653.0,544.0,218.0,summer,1
03-03-2024,06:00,2.03,231.7,8.77,711.0,610.0,508.0,203.0,summer,0
03-03-2024,06:15,2.72,228.0,11.91,951.0,815.0,679.0,272.0,summer,0
03-03-2024,06:30,1.95,231.1,8.44,683.0,585.0,488.0,195.0,summer,0
03-03-2024,06:45,2.47,229.7,10.75,864.0,740.0,617.0,247.0,summer,0
03-03-2024,07:00,1.59,228.5,6.97,557.0,478.0,398.0,159.0,summer,0
03-03-2024,07:15,8.8,232.4,10.37,3082.0,2642.0,2201.0,881.0,summer,1
03-03-2024,07:30,2.81,230.9,12.17,983.0,843.0,702.0,281.0,summer,0
03-03-2024,07:45,2.89,231.3,12.48,1010.0,866.0,722.0,289.0,summer,0
03-03-2024,08:00,2.63,228.7,11.5,920.0,789.0,658.0,263.0,summer,0
03-03-2024,08:15,2.47,232.0,10.64,864.0,741.0,617.0,247.0,summer,0
03-03-2024,08:30,2.23,233.2,9.54,779.0,668.0,556.0,222.0,summer,0
03-03-2024,08:45,2.17,229.2,9.48,760.0,652.0,543.0,217.0,summer,0
03-03-2024,09:00,1.61,230.1,6.98,562.0,482.0,402.0,161.0,summer,0
03-03-2024,09:15,0.34,229.3,7.79,120.0,103.0,85.0,34.0,summer,1
03-03-2024,09:30,1.53,227.5,6.71,534.0,458.0,382.0,153.0,summer,0
03-03-2024,09:45,1.77,227.1,7.78,618.0,530.0,442.0,177.0,summer,0
03-03-2024,10:00,1.58,228.5,6.9,552.0,473.0,394.0,158.0,summer,0
03-03-2024,10:15,1.72,225.9,7.6,601.0,515.0,429.0,172.0,summer,0
03-03-2024,10:30,1.9,226.2,8.39,664.0,569.0,474.0,190.0,summer,0
03-03-2024,10:45,1.4,226.1,6.19,490.0,420.0,350.0,140.0,summer,0
03-03-2024,11:00,1.52,228.8,6.65,533.0,457.0,380.0,152.0,summer,0
03-03-2024,11:15,1.49,226.7,6.55,520.0,446.0,372.0,149.0,summer,0
03-03-2024,11:30,1.95,235.2,8.28,681.0,584.0,487.0,195.0,summer,0
03-03-2024,11:45,1.37,230.7,5.95,481.0,412.0,343.0,137.0,summer,0
03-03-2024,12:00,1.48,232.8,6.35,517.0,443.0,370.0,148.0,summer,0
03-03-2024,12:15,1.61,228.7,7.05,564.0,484.0,403.0,161.0,summer,0
03-03-2024,12:30,1.34,227.0,5.91,470.0,403.0,336.0,134.0,summer,0
03-03-2024,12:45,1.57,226.9,6.91,549.0,470.0,392.0,157.0,summer,0
03-03-2024,13:00,1.76,229.4,7.67,616.0,528.0,440.0,176.0,summer,0
03-03-2024,13:15,1.76,231.6,7.59,615.0,527.0,440.0,176.0,summer,0
03-03-2024,13:30,1.8,228.5,7.86,629.0,539.0,449.0,180.0,summer,0
03-03-2024,13:45,1.53,229.5,6.68,537.0,460.0,384.0,153.0,summer,0
03-03-2024,14:00,1.65,226.0,7.3,577.0,495.0,412.0,165.0,summer,0
03-03-2024,14:15,1.67,229.5,7.29,586.0,502.0,418.0,167.0,summer,0
03-03-2024,14:30,1.73,227.1,7.61,605.0,518.0,432.0,173.0,summer,0
03-03-2024,14:45,1.53,229.3,6.66,534.0,458.0,382.0,153.0,summer,0
03-03-2024,15:00,1.52,229.3,6.63,532.0,456.0,380.0,152.0,summer,0
03-03-2024,15:15,1.53,228.5,6.7,536.0,460.0,383.0,153.0,summer,0
03-03-2024,15:30,1.17,229.8,5.1,410.0,351.0,293.0,117.0,summer,0
03-03-2024,15:45,1.68,227.4,7.38,587.0,503.0,420.0,168.0,summer,0
03-03-2024,16:00,1.73,229.2,7.52,604.0,518.0,431.0,172.0,summer,0
03-03-2024,16:15,1.15,230.5,4.99,402.0,345.0,288.0,115.0,summer,0
03-03-2024,16:30,1.7,231.7,7.32,594.0,509.0,424.0,170.0,summer,0
03-03-2024,16:45,1.54,227.7,6.75,538.0,461.0,384.0,154.0,summer,0
03-03-2024,17:00,1.39,230.4,6.02,485.0,416.0,347.0,139.0,summer,0
03-03-2024,17:15,1.57,227.9,6.88,549.0,470.0,392.0,157.0,summer,0
03-03-2024,17:30,1.54,228.3,6.73,538.0,461.0,384.0,154.0,summer,0
03-03-2024,17:45,1.77,225.9,7.82,618.0,530.0,442.0,177.0,summer,0
03-03-2024,18:00,2.74,228.3,12.02,960.0,823.0,686.0,274.0,summer,0
03-03-2024,18:15,2.47,229.8,10.75,864.0,741.0,618.0,247.0,summer,0
03-03-2024,18:30,1.72,231.2,7.43,601.0,515.0,429.0,172.0,summer,0
